Date,Close,Volume
2020-03-23,56.092498779296875,336752800
2020-03-24,61.720001220703125,287531200
2020-03-25,61.380001068115234,303602000
2020-03-26,64.61000061035156,252087200
2020-03-27,61.935001373291016,204216800
2020-03-30,63.70249938964844,167976400
2020-03-31,63.5724983215332,197002000
2020-04-01,60.227500915527344,176218400
2020-04-02,61.23249816894531,165934000
2020-04-03,60.352500915527344,129880000
2020-04-06,65.61750030517578,201820400
2020-04-07,64.85749816894531,202887200
2020-04-08,66.51750183105469,168895200
2020-04-09,66.99749755859375,161834800
2020-04-13,68.3125,131022800
2020-04-14,71.76249694824219,194994800
2020-04-15,71.10749816894531,131154400
2020-04-16,71.67250061035156,157125200
2020-04-17,70.69999694824219,215250000
2020-04-20,69.23249816894531,130015200
2020-04-21,67.09249877929688,180991600
2020-04-22,69.0250015258789,116862400
2020-04-23,68.75749969482422,124814400
2020-04-24,70.74250030517578,126161200
2020-04-27,70.7925033569336,117087600
2020-04-28,69.6449966430664,112004800
2020-04-29,71.93250274658203,137280800
2020-04-30,73.44999694824219,183064000
2020-05-01,72.26750183105469,240616800
2020-05-04,73.29000091552734,133568000
2020-05-05,74.38999938964844,147751200
2020-05-06,75.15750122070312,142333600
2020-05-07,75.93499755859375,115215200
2020-05-08,77.53250122070312,133838400
2020-05-11,78.75250244140625,145946400
2020-05-12,77.85250091552734,162301200
2020-05-13,76.9124984741211,200622400
2020-05-14,77.38500213623047,158929200
2020-05-15,76.92749786376953,166348400
2020-05-18,78.73999786376953,135178400
2020-05-19,78.28500366210938,101729600
2020-05-20,79.80750274658203,111504800
2020-05-21,79.2125015258789,102688800
2020-05-22,79.72250366210938,81803200
2020-05-26,79.18250274658203,125522000
2020-05-27,79.52749633789062,112945200
2020-05-28,79.5625,133560800
2020-05-29,79.48500061035156,153532400
2020-06-01,80.4625015258789,80791200
2020-06-02,80.83499908447266,87642800
2020-06-03,81.27999877929688,104491200
2020-06-04,80.58000183105469,87560400
2020-06-05,82.875,137250400
2020-06-08,83.36499786376953,95654400
2020-06-09,85.99749755859375,147712400
2020-06-10,88.20999908447266,166651600
2020-06-11,83.9749984741211,201662400
2020-06-12,84.69999694824219,200146000
2020-06-15,85.74749755859375,138808800
2020-06-16,88.0199966430664,165428800
2020-06-17,87.89749908447266,114406400
2020-06-18,87.93250274658203,96820400
2020-06-19,87.43000030517578,264476000
2020-06-22,89.71749877929688,135445200
2020-06-23,91.63249969482422,212155600
2020-06-24,90.01499938964844,192623200
2020-06-25,91.20999908447266,137522400
2020-06-26,88.40750122070312,205256800
2020-06-29,90.44499969482422,130646000
2020-06-30,91.19999694824219,140223200
2020-07-01,91.02749633789062,110737200
2020-07-02,91.02749633789062,114041600
2020-07-06,93.4625015258789,118655600
2020-07-07,93.17250061035156,112424400
2020-07-08,95.34249877929688,117092000
2020-07-09,95.75250244140625,125642800
2020-07-10,95.91999816894531,90257200
2020-07-13,95.47750091552734,191649200
2020-07-14,97.05750274658203,170989200
2020-07-15,97.7249984741211,153198000
2020-07-16,96.52249908447266,110577600
2020-07-17,96.32749938964844,92186800
2020-07-20,98.35749816894531,90318000
2020-07-21,97.0,103433200
2020-07-22,97.27249908447266,89001600
2020-07-23,92.84500122070312,197004400
2020-07-24,92.61499786376953,185438800
2020-07-27,94.80999755859375,121214000
2020-07-28,93.25250244140625,103625600
2020-07-29,95.04000091552734,90329200
2020-07-30,96.19000244140625,158130000
2020-07-31,106.26000213623047,374336800
2020-08-03,108.9375,308151200
2020-08-04,109.66500091552734,173071600
2020-08-05,110.0625,121776800
2020-08-06,113.90249633789062,202428800
2020-08-07,111.11250305175781,198045600
2020-08-10,112.72750091552734,212403600
2020-08-11,109.375,187902400
2020-08-12,113.01000213623047,165598000
2020-08-13,115.01000213623047,210082000
2020-08-14,114.90750122070312,165565200
2020-08-17,114.60749816894531,119561600
2020-08-18,115.5625,105633600
2020-08-19,115.7074966430664,145538000
2020-08-20,118.2750015258789,126907200
2020-08-21,124.37000274658203,338054800
2020-08-24,125.85749816894531,345937600
2020-08-25,124.82499694824219,211495600
2020-08-26,126.52249908447266,163022400
2020-08-27,125.01000213623047,155552400
2020-08-28,124.80750274658203,187630000
2020-08-31,129.0399932861328,225702700
2020-09-01,134.17999267578125,151948100
2020-09-02,131.39999389648438,200119000
2020-09-03,120.87999725341797,257599600
2020-09-04,120.95999908447266,332607200
2020-09-08,112.81999969482422,231366600
2020-09-09,117.31999969482422,176940500
2020-09-10,113.48999786376953,182274400
2020-09-11,112.0,180860300
2020-09-14,115.36000061035156,140150100
2020-09-15,115.54000091552734,184642000
2020-09-16,112.12999725341797,154679000
2020-09-17,110.33999633789062,178011000
2020-09-18,106.83999633789062,287104900
2020-09-21,110.08000183105469,195713800
2020-09-22,111.80999755859375,183055400
2020-09-23,107.12000274658203,150718700
2020-09-24,108.22000122070312,167743300
2020-09-25,112.27999877929688,149981400
2020-09-28,114.95999908447266,137672400
2020-09-29,114.08999633789062,99382200
2020-09-30,115.80999755859375,142675200
2020-10-01,116.79000091552734,116120400
2020-10-02,113.0199966430664,144712000
2020-10-05,116.5,106243800
2020-10-06,113.16000366210938,161498200
2020-10-07,115.08000183105469,96849000
2020-10-08,114.97000122070312,83477200
2020-10-09,116.97000122070312,100506900
2020-10-12,124.4000015258789,240226800
2020-10-13,121.0999984741211,262330500
2020-10-14,121.19000244140625,150712000
2020-10-15,120.70999908447266,112559200
2020-10-16,119.0199966430664,115393800
2020-10-19,115.9800033569336,120639300
2020-10-20,117.51000213623047,124423700
2020-10-21,116.87000274658203,89946000
2020-10-22,115.75,101988000
2020-10-23,115.04000091552734,82572600
2020-10-26,115.05000305175781,111850700
2020-10-27,116.5999984741211,92276800
2020-10-28,111.19999694824219,143937800
2020-10-29,115.31999969482422,146129200
2020-10-30,108.86000061035156,190272600
2020-11-02,108.7699966430664,122866900
2020-11-03,110.44000244140625,107624400
2020-11-04,114.94999694824219,138235500
2020-11-05,119.02999877929688,126387100
2020-11-06,118.69000244140625,114457900
2020-11-09,116.31999969482422,154515300
2020-11-10,115.97000122070312,138023400
2020-11-11,119.48999786376953,112295000
2020-11-12,119.20999908447266,103162300
2020-11-13,119.26000213623047,81581900
2020-11-16,120.30000305175781,91183000
2020-11-17,119.38999938964844,74271000
2020-11-18,118.02999877929688,76322100
2020-11-19,118.63999938964844,74113000
2020-11-20,117.33999633789062,73604300
2020-11-23,113.8499984741211,127959300
2020-11-24,115.16999816894531,113874200
2020-11-25,116.02999877929688,76499200
2020-11-27,116.58999633789062,46691300
2020-11-30,119.05000305175781,169410200
2020-12-01,122.72000122070312,127728200
2020-12-02,123.08000183105469,89004200
2020-12-03,122.94000244140625,78967600
2020-12-04,122.25,78260400
2020-12-07,123.75,86712000
2020-12-08,124.37999725341797,82225500
2020-12-09,121.77999877929688,115089200
2020-12-10,123.23999786376953,81312200
2020-12-11,122.41000366210938,86939800
2020-12-14,121.77999877929688,79184500
2020-12-15,127.87999725341797,157243700
2020-12-16,127.80999755859375,98208600
2020-12-17,128.6999969482422,94359800
2020-12-18,126.66000366210938,192541500
2020-12-21,128.22999572753906,121251600
2020-12-22,131.8800048828125,168904800
2020-12-23,130.9600067138672,88223700
2020-12-24,131.97000122070312,54930100
2020-12-28,136.69000244140625,124486200
2020-12-29,134.8699951171875,121047300
2020-12-30,133.72000122070312,96452100
2020-12-31,132.69000244140625,99116600
2021-01-04,129.41000366210938,143301900
2021-01-05,131.00999450683594,97664900
2021-01-06,126.5999984741211,155088000
2021-01-07,130.9199981689453,109578200
2021-01-08,132.0500030517578,105158200
2021-01-11,128.97999572753906,100384500
2021-01-12,128.8000030517578,91951100
2021-01-13,130.88999938964844,88636800
2021-01-14,128.91000366210938,90221800
2021-01-15,127.13999938964844,111598500
2021-01-19,127.83000183105469,90757300
2021-01-20,132.02999877929688,104319500
2021-01-21,136.8699951171875,120150900
2021-01-22,139.07000732421875,114459400
2021-01-25,142.9199981689453,157611700
2021-01-26,143.16000366210938,98390600
2021-01-27,142.05999755859375,140843800
2021-01-28,137.08999633789062,142621100
2021-01-29,131.9600067138672,177523800
2021-02-01,134.13999938964844,106239800
2021-02-02,134.99000549316406,83305400
2021-02-03,133.94000244140625,89880900
2021-02-04,137.38999938964844,84183100
2021-02-05,136.75999450683594,75693800
2021-02-08,136.91000366210938,71297200
2021-02-09,136.00999450683594,76774200
2021-02-10,135.38999938964844,73046600
2021-02-11,135.1300048828125,64280000
2021-02-12,135.3699951171875,60145100
2021-02-16,133.19000244140625,80576300
2021-02-17,130.83999633789062,97918500
2021-02-18,129.7100067138672,96856700
2021-02-19,129.8699951171875,87668800
2021-02-22,126.0,103916400
2021-02-23,125.86000061035156,158273000
2021-02-24,125.3499984741211,111039900
2021-02-25,120.98999786376953,148199500
2021-02-26,121.26000213623047,164560400
2021-03-01,127.79000091552734,116307900
2021-03-02,125.12000274658203,102260900
2021-03-03,122.05999755859375,112966300
2021-03-04,120.12999725341797,178155000
2021-03-05,121.41999816894531,153766600
2021-03-08,116.36000061035156,154376600
2021-03-09,121.08999633789062,129525800
2021-03-10,119.9800033569336,111943300
2021-03-11,121.95999908447266,103026500
2021-03-12,121.02999877929688,88105100
2021-03-15,123.98999786376953,92403800
2021-03-16,125.56999969482422,115227900
2021-03-17,124.76000213623047,111932600
2021-03-18,120.52999877929688,121229700
2021-03-19,119.98999786376953,185549500
2021-03-22,123.38999938964844,111912300
2021-03-23,122.54000091552734,95467100
2021-03-24,120.08999633789062,88530500
2021-03-25,120.58999633789062,98844700
2021-03-26,121.20999908447266,94071200
2021-03-29,121.38999938964844,80819200
2021-03-30,119.9000015258789,85671900
2021-03-31,122.1500015258789,118323800
2021-04-01,123.0,75089100
2021-04-05,125.9000015258789,88651200
2021-04-06,126.20999908447266,80171300
2021-04-07,127.9000015258789,83466700
2021-04-08,130.36000061035156,88844600
2021-04-09,133.0,106686700
2021-04-12,131.24000549316406,91420000
2021-04-13,134.42999267578125,91266500
2021-04-14,132.02999877929688,87222800
2021-04-15,134.5,89347100
2021-04-16,134.16000366210938,84922400
2021-04-19,134.83999633789062,94264200
2021-04-20,133.11000061035156,94812300
2021-04-21,133.5,68847100
2021-04-22,131.94000244140625,84566500
2021-04-23,134.32000732421875,78657500
2021-04-26,134.72000122070312,66905100
2021-04-27,134.38999938964844,66015800
2021-04-28,133.5800018310547,107760100
2021-04-29,133.47999572753906,151101000
2021-04-30,131.4600067138672,109839500
2021-05-03,132.5399932861328,75135100
2021-05-04,127.8499984741211,137564700
2021-05-05,128.10000610351562,84000900
2021-05-06,129.74000549316406,78128300
2021-05-07,130.2100067138672,78973300
2021-05-10,126.8499984741211,88071200
2021-05-11,125.91000366210938,126142800
2021-05-12,122.7699966430664,112172300
2021-05-13,124.97000122070312,105861300
2021-05-14,127.44999694824219,81918000
2021-05-17,126.2699966430664,74244600
2021-05-18,124.8499984741211,63342900
2021-05-19,124.69000244140625,92612000
2021-05-20,127.30999755859375,76857100
2021-05-21,125.43000030517578,79295400
2021-05-24,127.0999984741211,63092900
2021-05-25,126.9000015258789,72009500
2021-05-26,126.8499984741211,56575900
2021-05-27,125.27999877929688,94625600
2021-05-28,124.61000061035156,71311100
2021-06-01,124.27999877929688,67637100
2021-06-02,125.05999755859375,59278900
2021-06-03,123.54000091552734,76229200
2021-06-04,125.88999938964844,75169300
2021-06-07,125.9000015258789,71057600
2021-06-08,126.73999786376953,74403800
2021-06-09,127.12999725341797,56877900
2021-06-10,126.11000061035156,71186400
2021-06-11,127.3499984741211,53522400
2021-06-14,130.47999572753906,96906500
2021-06-15,129.63999938964844,62746300
2021-06-16,130.14999389648438,91815000
2021-06-17,131.7899932861328,96721700
2021-06-18,130.4600067138672,108953300
2021-06-21,132.3000030517578,79663300
2021-06-22,133.97999572753906,74783600
2021-06-23,133.6999969482422,60214200
2021-06-24,133.41000366210938,68711000
2021-06-25,133.11000061035156,70783700
2021-06-28,134.77999877929688,62111300
2021-06-29,136.3300018310547,64556100
2021-06-30,136.9600067138672,63261400
2021-07-01,137.27000427246094,52485800
2021-07-02,139.9600067138672,78852600
2021-07-06,142.02000427246094,108181800
2021-07-07,144.57000732421875,104911600
2021-07-08,143.24000549316406,105575500
2021-07-09,145.11000061035156,99890800
2021-07-12,144.5,76299700
2021-07-13,145.63999938964844,100827100
2021-07-14,149.14999389648438,127050800
2021-07-15,148.47999572753906,106820300
2021-07-16,146.38999938964844,93251400
2021-07-19,142.4499969482422,121434600
2021-07-20,146.14999389648438,96350000
2021-07-21,145.39999389648438,74993500
2021-07-22,146.8000030517578,77338200
2021-07-23,148.55999755859375,71447400
2021-07-26,148.99000549316406,72434100
2021-07-27,146.77000427246094,104818600
2021-07-28,144.97999572753906,118931200
2021-07-29,145.63999938964844,56699500
2021-07-30,145.86000061035156,70440600
2021-08-02,145.52000427246094,62880000
2021-08-03,147.36000061035156,64786600
2021-08-04,146.9499969482422,56368300
2021-08-05,147.05999755859375,46397700
2021-08-06,146.13999938964844,54126800
2021-08-09,146.08999633789062,48908700
2021-08-10,145.60000610351562,69023100
2021-08-11,145.86000061035156,48493500
2021-08-12,148.88999938964844,72282600
2021-08-13,149.10000610351562,59375000
2021-08-16,151.1199951171875,103296000
2021-08-17,150.19000244140625,92229700
2021-08-18,146.36000061035156,86326000
2021-08-19,146.6999969482422,86960300
2021-08-20,148.19000244140625,60549600
2021-08-23,149.7100067138672,60131800
2021-08-24,149.6199951171875,48606400
2021-08-25,148.36000061035156,58991300
2021-08-26,147.5399932861328,48597200
2021-08-27,148.60000610351562,55802400
2021-08-30,153.1199951171875,90956700
2021-08-31,151.8300018310547,86453100
2021-09-01,152.50999450683594,80313700
2021-09-02,153.64999389648438,71115500
2021-09-03,154.3000030517578,57808700
2021-09-07,156.69000244140625,82278300
2021-09-08,155.11000061035156,74420200
2021-09-09,154.07000732421875,57305700
2021-09-10,148.97000122070312,140893200
2021-09-13,149.5500030517578,102404300
2021-09-14,148.1199951171875,109296300
2021-09-15,149.02999877929688,83281300
2021-09-16,148.7899932861328,68034100
2021-09-17,146.05999755859375,129868800
2021-09-20,142.94000244140625,123478900
2021-09-21,143.42999267578125,75834000
2021-09-22,145.85000610351562,76404300
2021-09-23,146.8300018310547,64838200
2021-09-24,146.9199981689453,53477900
2021-09-27,145.3699951171875,74150700
2021-09-28,141.91000366210938,108972300
2021-09-29,142.8300018310547,74602000
2021-09-30,141.5,89056700
2021-10-01,142.64999389648438,94639600
2021-10-04,139.13999938964844,98322000
2021-10-05,141.11000061035156,80861100
2021-10-06,142.0,83221100
2021-10-07,143.2899932861328,61732700
2021-10-08,142.89999389648438,58773200
2021-10-11,142.80999755859375,64452200
2021-10-12,141.50999450683594,73035900
2021-10-13,140.91000366210938,78762700
2021-10-14,143.75999450683594,69907100
2021-10-15,144.83999633789062,67940300
2021-10-18,146.5500030517578,85589200
2021-10-19,148.75999450683594,76378900
2021-10-20,149.25999450683594,58418800
2021-10-21,149.47999572753906,61421000
2021-10-22,148.69000244140625,58883400
2021-10-25,148.63999938964844,50720600
2021-10-26,149.32000732421875,60893400
2021-10-27,148.85000610351562,56094900
2021-10-28,152.57000732421875,100077900
2021-10-29,149.8000030517578,124953200
2021-11-01,148.9600067138672,74588300
2021-11-02,150.02000427246094,69122000
2021-11-03,151.49000549316406,54511500
2021-11-04,150.9600067138672,60394600
2021-11-05,151.27999877929688,65463900
2021-11-08,150.44000244140625,55020900
2021-11-09,150.80999755859375,56787900
2021-11-10,147.9199981689453,65187100
2021-11-11,147.8699951171875,41000000
2021-11-12,149.99000549316406,63804000
2021-11-15,150.0,59222800
2021-11-16,151.0,59256200
2021-11-17,153.49000549316406,88807000
2021-11-18,157.8699951171875,137827700
2021-11-19,160.5500030517578,117305600
2021-11-22,161.02000427246094,117467900
2021-11-23,161.41000366210938,96041900
2021-11-24,161.94000244140625,69463600
2021-11-26,156.80999755859375,76959800
2021-11-29,160.24000549316406,88748200
2021-11-30,165.3000030517578,174048100
2021-12-01,164.77000427246094,152052500
2021-12-02,163.75999450683594,136739200
2021-12-03,161.83999633789062,118023100
2021-12-06,165.32000732421875,107497000
2021-12-07,171.17999267578125,120405400
2021-12-08,175.0800018310547,116998900
2021-12-09,174.55999755859375,108923700
2021-12-10,179.4499969482422,115402700
2021-12-13,175.74000549316406,153237000
2021-12-14,174.3300018310547,139380400
2021-12-15,179.3000030517578,131063300
2021-12-16,172.25999450683594,150185800
2021-12-17,171.13999938964844,195432700
2021-12-20,169.75,107499100
2021-12-21,172.99000549316406,91185900
2021-12-22,175.63999938964844,92135300
2021-12-23,176.27999877929688,68356600
2021-12-27,180.3300018310547,74919600
2021-12-28,179.2899932861328,79144300
2021-12-29,179.3800048828125,62348900
2021-12-30,178.1999969482422,59773000
2021-12-31,177.57000732421875,64062300
2022-01-03,182.00999450683594,104487900
2022-01-04,179.6999969482422,99310400
2022-01-05,174.9199981689453,94537600
2022-01-06,172.0,96904000
2022-01-07,172.1699981689453,86709100
2022-01-10,172.19000244140625,106765600
2022-01-11,175.0800018310547,76138300
2022-01-12,175.52999877929688,74805200
2022-01-13,172.19000244140625,84505800
2022-01-14,173.07000732421875,80440800
2022-01-18,169.8000030517578,90956700
2022-01-19,166.22999572753906,94815000
2022-01-20,164.50999450683594,91420500
2022-01-21,162.41000366210938,122848900
2022-01-24,161.6199951171875,162294600
2022-01-25,159.77999877929688,115798400
2022-01-26,159.69000244140625,108275300
2022-01-27,159.22000122070312,121954600
2022-01-28,170.3300018310547,179935700
2022-01-31,174.77999877929688,115541600
2022-02-01,174.61000061035156,86213900
2022-02-02,175.83999633789062,84914300
2022-02-03,172.89999389648438,89418100
2022-02-04,172.38999938964844,82465400
2022-02-07,171.66000366210938,77251200
2022-02-08,174.8300018310547,74829200
2022-02-09,176.27999877929688,71285000
2022-02-10,172.1199951171875,90865900
2022-02-11,168.63999938964844,98670700
2022-02-14,168.8800048828125,86185500
2022-02-15,172.7899932861328,62527400
2022-02-16,172.5500030517578,61177400
2022-02-17,168.8800048828125,69589300
2022-02-18,167.3000030517578,82772700
2022-02-22,164.32000732421875,91162800
2022-02-23,160.07000732421875,90009200
2022-02-24,162.74000549316406,141147500
2022-02-25,164.85000610351562,91974200
2022-02-28,165.1199951171875,95056600
2022-03-01,163.1999969482422,83474400
2022-03-02,166.55999755859375,79724800
2022-03-03,166.22999572753906,76678400
2022-03-04,163.1699981689453,83737200
2022-03-07,159.3000030517578,96418800
2022-03-08,157.44000244140625,131148300
2022-03-09,162.9499969482422,91454900
2022-03-10,158.52000427246094,105342000
2022-03-11,154.72999572753906,96970100
2022-03-14,150.6199951171875,108732100
2022-03-15,155.08999633789062,92964300
2022-03-16,159.58999633789062,102300200
2022-03-17,160.6199951171875,75615400
2022-03-18,163.97999572753906,123511700
2022-03-21,165.3800048828125,95811400
2022-03-22,168.82000732421875,81532000
2022-03-23,170.2100067138672,98062700
2022-03-24,174.07000732421875,90131400
2022-03-25,174.72000122070312,80546200
2022-03-28,175.60000610351562,90371900
2022-03-29,178.9600067138672,100589400
2022-03-30,177.77000427246094,92633200
2022-03-31,174.61000061035156,103049300
2022-04-01,174.30999755859375,78751300
2022-04-04,178.44000244140625,76468400
2022-04-05,175.05999755859375,73401800
2022-04-06,171.8300018310547,89058800
2022-04-07,172.13999938964844,77594700
2022-04-08,170.08999633789062,76575500
2022-04-11,165.75,72246700
2022-04-12,167.66000366210938,79265200
2022-04-13,170.39999389648438,70618900
2022-04-14,165.2899932861328,75329400
2022-04-18,165.07000732421875,69023900
2022-04-19,167.39999389648438,67723800
2022-04-20,167.22999572753906,67929800
2022-04-21,166.4199981689453,87227800
2022-04-22,161.7899932861328,84882400
2022-04-25,162.8800048828125,96046400
2022-04-26,156.8000030517578,95623200
2022-04-27,156.57000732421875,88063200
2022-04-28,163.63999938964844,130216800
2022-04-29,157.64999389648438,131747600
2022-05-02,157.9600067138672,123055300
2022-05-03,159.47999572753906,88966500
2022-05-04,166.02000427246094,108256500
2022-05-05,156.77000427246094,130525300
2022-05-06,157.27999877929688,116124600
2022-05-09,152.05999755859375,131577900
2022-05-10,154.50999450683594,115366700
2022-05-11,146.5,142689800
2022-05-12,142.55999755859375,182602000
2022-05-13,147.11000061035156,113990900
2022-05-16,145.5399932861328,86643800
2022-05-17,149.24000549316406,78336300
2022-05-18,140.82000732421875,109742900
2022-05-19,137.35000610351562,136095600
2022-05-20,137.58999633789062,137426100
2022-05-23,143.11000061035156,117726300
2022-05-24,140.36000061035156,104132700
2022-05-25,140.52000427246094,92482700
2022-05-26,143.77999877929688,90601500
2022-05-27,149.63999938964844,90978500
2022-05-31,148.83999633789062,103718400
2022-06-01,148.7100067138672,74286600
2022-06-02,151.2100067138672,72348100
2022-06-03,145.3800048828125,88570300
2022-06-06,146.13999938964844,71598400
2022-06-07,148.7100067138672,67808200
2022-06-08,147.9600067138672,53950200
2022-06-09,142.63999938964844,69473000
2022-06-10,137.1300048828125,91437900
2022-06-13,131.8800048828125,122207100
2022-06-14,132.75999450683594,84784300
2022-06-15,135.42999267578125,91533000
2022-06-16,130.05999755859375,108123900
2022-06-17,131.55999755859375,134520300
2022-06-21,135.8699951171875,81000500
2022-06-22,135.35000610351562,73409200
2022-06-23,138.27000427246094,72433800
2022-06-24,141.66000366210938,89116800
2022-06-27,141.66000366210938,70207900
2022-06-28,137.44000244140625,67083400
2022-06-29,139.22999572753906,66242400
2022-06-30,136.72000122070312,98964500
2022-07-01,138.92999267578125,71051600
2022-07-05,141.55999755859375,73353800
2022-07-06,142.9199981689453,74064300
2022-07-07,146.35000610351562,66253700
2022-07-08,147.0399932861328,64547800
2022-07-11,144.8699951171875,63141600
2022-07-12,145.86000061035156,77588800
2022-07-13,145.49000549316406,71185600
2022-07-14,148.47000122070312,78140700
2022-07-15,150.1699981689453,76259900
2022-07-18,147.07000732421875,81420900
2022-07-19,151.0,82982400
2022-07-20,153.0399932861328,64823400
2022-07-21,155.35000610351562,65086600
2022-07-22,154.08999633789062,66675400
2022-07-25,152.9499969482422,53623900
2022-07-26,151.60000610351562,55138700
2022-07-27,156.7899932861328,78620700
2022-07-28,157.35000610351562,81378700
2022-07-29,162.50999450683594,101786900
2022-08-01,161.50999450683594,67829400
2022-08-02,160.00999450683594,59907000
2022-08-03,166.1300048828125,82507500
2022-08-04,165.80999755859375,55474100
2022-08-05,165.35000610351562,56697000
2022-08-08,164.8699951171875,60276900
2022-08-09,164.9199981689453,63135500
2022-08-10,169.24000549316406,70170500
2022-08-11,168.49000549316406,57149200
2022-08-12,172.10000610351562,68039400
2022-08-15,173.19000244140625,54091700
2022-08-16,173.02999877929688,56377100
2022-08-17,174.5500030517578,79542000
2022-08-18,174.14999389648438,62290100
2022-08-19,171.52000427246094,70346300
2022-08-22,167.57000732421875,69026800
2022-08-23,167.22999572753906,54147100
2022-08-24,167.52999877929688,53841500
2022-08-25,170.02999877929688,51218200
2022-08-26,163.6199951171875,78961000
2022-08-29,161.3800048828125,73314000
2022-08-30,158.91000366210938,77906200
2022-08-31,157.22000122070312,87991100
2022-09-01,157.9600067138672,74229900
2022-09-02,155.80999755859375,76957800
2022-09-06,154.52999877929688,73714800
2022-09-07,155.9600067138672,87449600
2022-09-08,154.4600067138672,84923800
2022-09-09,157.3699951171875,68028800
2022-09-12,163.42999267578125,104956000
2022-09-13,153.83999633789062,122656600
2022-09-14,155.30999755859375,87965400
2022-09-15,152.3699951171875,90481100
2022-09-16,150.6999969482422,162278800
2022-09-19,154.47999572753906,81474200
2022-09-20,156.89999389648438,107689800
2022-09-21,153.72000122070312,101696800
2022-09-22,152.74000549316406,86652500
2022-09-23,150.42999267578125,96029900
2022-09-26,150.77000427246094,93339400
2022-09-27,151.75999450683594,84442700
2022-09-28,149.83999633789062,146691400
2022-09-29,142.47999572753906,128138200
2022-09-30,138.1999969482422,124925300
2022-10-03,142.4499969482422,114311700
2022-10-04,146.10000610351562,87830100
2022-10-05,146.39999389648438,79471000
2022-10-06,145.42999267578125,68402200
2022-10-07,140.08999633789062,85925600
2022-10-10,140.4199981689453,74899000
2022-10-11,138.97999572753906,77033700
2022-10-12,138.33999633789062,70433700
2022-10-13,142.99000549316406,113224000
2022-10-14,138.3800048828125,88598000
2022-10-17,142.41000366210938,85250900
2022-10-18,143.75,99136600
2022-10-19,143.86000061035156,61758300
2022-10-20,143.38999938964844,64522000
2022-10-21,147.27000427246094,86548600
2022-10-24,149.4499969482422,75981900
2022-10-25,152.33999633789062,74732300
2022-10-26,149.35000610351562,88194300
2022-10-27,144.8000030517578,109180200
2022-10-28,155.74000549316406,164762400
2022-10-31,153.33999633789062,97943200
2022-11-01,150.64999389648438,80379300
2022-11-02,145.02999877929688,93604600
2022-11-03,138.8800048828125,97918500
2022-11-04,138.3800048828125,140814800
2022-11-07,138.9199981689453,83374600
2022-11-08,139.5,89908500
2022-11-09,134.8699951171875,74917800
2022-11-10,146.8699951171875,118854000
2022-11-11,149.6999969482422,93979700
2022-11-14,148.27999877929688,73374100
2022-11-15,150.0399932861328,89868300
2022-11-16,148.7899932861328,64218300
2022-11-17,150.72000122070312,80389400
2022-11-18,151.2899932861328,74829600
2022-11-21,148.00999450683594,58724100
2022-11-22,150.17999267578125,51804100
2022-11-23,151.07000732421875,58301400
2022-11-25,148.11000061035156,35195900
2022-11-28,144.22000122070312,69246000
2022-11-29,141.1699981689453,83763800
2022-11-30,148.02999877929688,111380900
2022-12-01,148.30999755859375,71250400
2022-12-02,147.80999755859375,65447400
2022-12-05,146.6300048828125,68826400
2022-12-06,142.91000366210938,64727200
2022-12-07,140.94000244140625,69721100
2022-12-08,142.64999389648438,62128300
2022-12-09,142.16000366210938,76097000
2022-12-12,144.49000549316406,70462700
2022-12-13,145.47000122070312,93886200
2022-12-14,143.2100067138672,82291200
2022-12-15,136.5,98931900
2022-12-16,134.50999450683594,160156900
2022-12-19,132.3699951171875,79592600
2022-12-20,132.3000030517578,77432800
2022-12-21,135.4499969482422,85928000
2022-12-22,132.22999572753906,77852100
2022-12-23,131.86000061035156,63814900
2022-12-27,130.02999877929688,69007800
2022-12-28,126.04000091552734,85438400
2022-12-29,129.61000061035156,75703700
2022-12-30,129.92999267578125,77034200
2023-01-03,125.06999969482422,112117500
2023-01-04,126.36000061035156,89113600
2023-01-05,125.0199966430664,80962700
2023-01-06,129.6199951171875,87754700
2023-01-09,130.14999389648438,70790800
2023-01-10,130.72999572753906,63896200
2023-01-11,133.49000549316406,69458900
2023-01-12,133.41000366210938,71379600
2023-01-13,134.75999450683594,57809700
2023-01-17,135.94000244140625,63646600
2023-01-18,135.2100067138672,69672800
2023-01-19,135.27000427246094,58280400
2023-01-20,137.8699951171875,80223600
2023-01-23,141.11000061035156,81760300
2023-01-24,142.52999877929688,66435100
2023-01-25,141.86000061035156,65799300
2023-01-26,143.9600067138672,54105100
2023-01-27,145.92999267578125,70555800
2023-01-30,143.0,64015300
2023-01-31,144.2899932861328,65874500
2023-02-01,145.42999267578125,77663600
2023-02-02,150.82000732421875,118339000
2023-02-03,154.5,154357300
2023-02-06,151.72999572753906,69858300
2023-02-07,154.64999389648438,83322600
2023-02-08,151.9199981689453,64120100
2023-02-09,150.8699951171875,56007100
2023-02-10,151.00999450683594,57450700
2023-02-13,153.85000610351562,62199000
2023-02-14,153.1999969482422,61707600
2023-02-15,155.3300018310547,65573800
2023-02-16,153.7100067138672,68167900
2023-02-17,152.5500030517578,59144100
2023-02-21,148.47999572753906,58867200
2023-02-22,148.91000366210938,51011300
2023-02-23,149.39999389648438,48394200
2023-02-24,146.7100067138672,55469600
2023-02-27,147.9199981689453,44998500
2023-02-28,147.41000366210938,50547000
2023-03-01,145.30999755859375,55479000
2023-03-02,145.91000366210938,52238100
2023-03-03,151.02999877929688,70732300
